┌──────────┬───────────────────────────────┬─────────────────────┬───────┬────────────────────────────┐
│ leads_id │             stage             │      timestamp      │ state │           reason           │
│ 2921     │ leads_registered              │ 2022-09-15 12:47:15 │ 1     │                            │
│ 2921     │ leads_qualification           │ 2022-09-19 11:04:33 │ 1     │                            │
│ 2921     │ initial_communication_success │ 2022-09-20 11:32:02 │ 0     │ not answered               │
│ 2922     │ leads_registered              │ 2022-09-15 17:47:07 │ 1     │                            │
│ 2922     │ leads_qualification           │ 2022-09-19 12:38:26 │ 1     │                            │
│ 2922     │ initial_communication_success │ 2022-09-20 16:40:16 │ 0     │ not answered               │
│ 2923     │ leads_registered              │ 2022-09-16 10:11:25 │ 1     │                            │
│ 2924     │ leads_registered              │ 2022-09-16 10:35:57 │ 1     │                            │
│ 2924     │ leads_qualification           │ 2022-09-19 12:26:43 │ 1     │                            │
│ 2924     │ initial_communication_success │ 2022-09-21 13:18:42 │ 1     │                            │
│ 2924     │ approach_success              │ 2022-09-23 10:58:15 │ 1     │                            │
│ 2924     │ discussion_success            │ 2022-09-30 13:49:00 │ 1     │                            │
│ 2924     │ offer_sent                    │ 2022-10-03 16:53:17 │ 1     │                            │
│ 2924     │ quotation_recieved            │ 2022-10-10 16:58:20 │ 1     │                            │
│ 2924     │ deal_won                      │ 2022-10-14 12:41:53 │ 1     │                            │
│ 2925     │ leads_registered              │ 2022-09-16 10:39:49 │ 1     │                            │
│ 2926     │ leads_registered              │ 2022-09-16 12:07:57 │ 1     │                            │
│ 2926     │ leads_qualification           │ 2022-09-22 16:16:21 │ 1     │                            │
│ 2926     │ initial_communication_success │ 2022-09-23 10:24:07 │ 1     │                            │
│ 2926     │ approach_success              │ 2022-09-26 13:22:30 │ 1     │                            │
│ 2926     │ discussion_success            │ 2022-09-30 09:17:23 │ 1     │                            │
│ 2926     │ offer_sent                    │ 2022-10-03 11:32:22 │ 1     │                            │
│ 2926     │ quotation_recieved            │ 2022-10-10 13:08:25 │ 0     │ price not fit              │
│ 2927     │ leads_registered              │ 2022-09-16 13:26:25 │ 1     │                            │
│ 2927     │ leads_qualification           │ 2022-09-22 09:21:43 │ 1     │                            │
│ 2927     │ initial_communication_success │ 2022-09-23 10:49:40 │ 1     │                            │
│ 2927     │ approach_success              │ 2022-09-26 14:16:27 │ 1     │                            │
│ 2927     │ discussion_success            │ 2022-10-03 16:06:32 │ 1     │                            │
│ 2927     │ offer_sent                    │ 2022-10-06 17:13:53 │ 1     │                            │
│ 2927     │ quotation_recieved            │ 2022-10-14 17:16:28 │ 1     │                            │
│ 2927     │ deal_won                      │ 2022-10-21 10:17:07 │ 1     │                            │
│ 2928     │ leads_registered              │ 2022-09-16 14:01:57 │ 1     │                            │
│ 2928     │ leads_qualification           │ 2022-09-22 16:25:53 │ 1     │                            │
│ 2928     │ initial_communication_success │ 2022-09-23 09:26:35 │ 1     │                            │
│ 2928     │ approach_success              │ 2022-09-26 12:44:44 │ 0     │ already use other products │
│ 2929     │ leads_registered              │ 2022-09-16 16:20:24 │ 1     │                            │
│ 2929     │ leads_qualification           │ 2022-09-23 09:13:02 │ 1     │                            │
│ 2929     │ initial_communication_success │ 2022-09-26 17:45:34 │ 1     │                            │
│ 2929     │ approach_success              │ 2022-09-27 17:31:26 │ 1     │                            │
│ 2929     │ discussion_success            │ 2022-10-03 16:16:29 │ 1     │                            │
│ 2929     │ offer_sent                    │ 2022-10-05 12:20:41 │ 1     │                            │
│ 2929     │ quotation_recieved            │ 2022-10-14 16:00:26 │ 1     │                            │
│ 2929     │ deal_won                      │ 2022-10-19 16:14:32 │ 1     │                            │
│ 2930     │ leads_registered              │ 2022-09-19 09:09:28 │ 1     │                            │
│ 2930     │ leads_qualification           │ 2022-09-23 14:29:55 │ 1     │                            │
│ 2930     │ initial_communication_success │ 2022-09-26 12:50:43 │ 1     │                            │
│ 2930     │ approach_success              │ 2022-09-28 10:30:10 │ 1     │                            │
